pid	pname	scientificName (gbif)	Normalized name	Details	pfid	phid	Error	kingdom	phylum	class	order	family	genus	species		Synonym 
402	Cleome coluteoides	Cleome coluteoides Boiss.	Cleome coluteoides	Boiss.	27	1		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Cleomaceae	Cleome	Cleome coluteoides		#N/A
403	Clinopodium vulgare	Clinopodium vulgare L.	Clinopodium vulgare	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium vulgare		#N/A
404	Clusia nemorasa	Clusia nemorosa G.Mey.	Clusia nemorosa	G.Mey.	28	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	Clusia nemorosa		#N/A
405	Coatesia paniculata	Coatesia paniculata F.Muell.	Coatesia paniculata	F.Muell.	84	1		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Coatesia	Coatesia paniculata		#N/A
406	Coespeletia mortizana	Coespeletia moritziana (Wedd.) Cuatrec.	Coespeletia mortiziana	(Wedd.) Cuatrec.	15	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Coespeletia	Coespeletia moritziana		#N/A
407	Coespeletia spicata	Coespeletia spicata (Wedd.) Cuatrec.	Coespeletia spicata	(Wedd.) Cuatrec.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Coespeletia	Coespeletia spicata		#N/A
408	Coespeletia thyrsiformis	Coespeletia thyrsiformis (A.C.Sm.) Cuatrec.	Coespeletia thyrsiformis	(A.C.Sm.) Cuatrec.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Coespeletia	Coespeletia thyrsiformis		#N/A
409	Coleus Aromaticus	Coleus aromaticus Benth.	Coleus aromaticus	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Coleus	Coleus amboinicus		#N/A
410	Colquhounia coccinea	Colquhounia coccinea Wall.	Colquhounia coccinea	Wall.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Colquhounia	Colquhounia coccinea		#N/A
411	Commiphora myrrha var molmol	Commiphora myrrha var. molmol Engl.	Commiphora myrrha 	var molmol Engl.	21	1		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Commiphora	Commiphora myrrha		#N/A
412	Conyza albida	Conyza albida Willd. ex Spreng.	Conyza albida	Willd. ex Spreng.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron sumatrensis		Erigeron sumatrensis GBIF 2685484
413	Conyza canadensis	Conyza canadensis (L.) Cronq.	Conyza canadensis	(L.) Cronq.	15	2	"This entry is same as the next entry. The only difference was an additional ""L."" in the latter"	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis		Erigeron canadensis GBIF 2685484
414	Conyza canadensis (L.)	Conyza canadensis (L.) Cronq.	Conyza canadensis	(L.) Cronq.	15	2		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis		Erigeron canadensis GBIF 2685484
415	Conzya bonariensis	Conyza bonariensis (L.) Cronq.	Conyza bonariensis	(L.) Cronq.	15	1	Typographical Error	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron bonariensis		Erigeron bonariensis GBIF 2685484
416	Copaifera langsdorffii	Copaifera langsdorffii Desf.	Copaifera langsdorffii	Desf.	37	1	"This entry is same as the next entry. The only difference was an additional ""Desf."" in the latter"	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Copaifera	Copaifera langsdorffii		#N/A
417	Copaifera langsdorffii Desf.	Copaifera langsdorffii Desf.	Copaifera langsdorffii	Desf.	37	1		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Copaifera	Copaifera langsdorffii		#N/A
418	Copaifera reticulata	Copaifera reticulata Ducke	Copaifera reticulata	Ducke.	37	1		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Copaifera	Copaifera reticulata		#N/A
419	Cordia leucocephala	Cordia leucocephala Moric.	Cordia leucocephala	Moric.	19	1		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Ehretiaceae	Varronia	Varronia leucocephala		Varronia leucocephala GBIF 2685484
420	Cordia nitida	Cordia nitida Vahl ex H.West	Cordia nitida	Vahl ex H.West	19	1		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Ehretiaceae	Cordia	Cordia laevigata		Cordia laevigata GBIF 2685484
421	Coriandrum sativum	Coriandrum sativum L.	Coriandrum sativum	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Coriandrum	Coriandrum sativum		#N/A
422	Coriandrum sativum microcarpum	Coriandrum sativum var. microcarpum DC.	Coriandrum sativum 	var. microcarpum DC.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Coriandrum	Coriandrum sativum		#N/A
423	Coriandrum sativum vulgare	Coriandrum sativum L.	Coriandrum sativum 	L. vulgare	11	1	The variety is not found	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Coriandrum	Coriandrum sativum		#N/A
424	Coridothymus capitatus	Coridothymus capitatus (L.) Rchb.f.	Coridothymus capitatus	(L.) Rchb.f.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymbra	Thymbra capitata		Thymbra capitata GBIF 2685484
425	Corymbia citriodora	Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson	Corymbia citriodora	(Hook.) K.D.Hill & L.A.S.Johnson	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia citriodora		#N/A
426	Couroupita guianensis	Couroupita guianensis Aubl.	Couroupita guianensis	Aubl.	49	1		Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Couroupita	Couroupita guianensis		#N/A
427	Craniotome furcata	Craniotome furcata Kuntze	Craniotome furcata	Kuntze	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Craniotome	Craniotome furcata		#N/A
428	Crassocephalum biafrae	Crassocephalum biafrae (Oliv. & Hiern) S.Moore	Crassocephalum biafrae	(Oliv. & Hiern) S.Moore	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solanecio	Solanecio biafrae		Solanecio biafrae GBIF 2685484
429	Crassocephalum bougheyanum	Crassocephalum bougheyanum C.D.Adams	Crassocephalum bougheyanum	C.D.Adams	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crassocephalum	Crassocephalum bougheyanum		#N/A
430	Crassocephalum crepidioides	Crassocephalum crepidioides S.Moore	Crassocephalum crepidioides	S.Moore	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crassocephalum	Crassocephalum crepidioides		#N/A
431	Crassocephalum mannii	Crassocephalum mannii (Hook.fil.) Milne-Redhead	Crassocephalum mannii	(Hook.fil.) Milne-Redhead	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solanecio	Solanecio mannii		Solanecio mannii GBIF 2685484
432	Crassocephalum montuosum	Crassocephalum montuosum (S.Moore) Milne-Redh.	Crassocephalum montuosum	(S.Moore) Milne-Redh.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crassocephalum	Crassocephalum montuosum		#N/A
433	Crassocephalum rubens	Crassocephalum rubens (Jacq.) S.Moore	Crassocephalum rubens	(Jacq.) S.Moore	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crassocephalum	Crassocephalum rubens		#N/A
434	Crassocephalum vitellinum	Crassocephalum vitellinum S.Moore	Crassocephalum vitellinum	S.Moore	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crassocephalum	Crassocephalum vitellinum		#N/A
435	Crinum latifolium	Crinum latifolium L.	Crinum latifolium	L.	5	1		Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Crinum	Crinum latifolium		#N/A
436	Crithmum maritimum	Crithmum maritimum L.	Crithmum maritimum	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Crithmum	Crithmum maritimum		#N/A
437	Croton cajucara	Croton cajucara Benth.	Croton cajucara	Benth.	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton cajucara		#N/A
438	Croton campestris	Croton campestris A.St.-Hil.	Croton campestris	A.St.-Hil.	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton campestris		#N/A
439	Croton flavens	Croton flavens L.	Croton flavens	L.	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton flavens		#N/A
440	Croton jimenezii	Croton jimenezii Standl. & Valerio	Croton jimenezii	Standl. & Valerio	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton jimenezii		#N/A
441	Croton oligandrum	Croton oligandrus Pierre ex Hutch.	Croton oligandrus	Pierre ex Hutch.	36	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton oligandrus		#N/A
442	Croton sacaquinha	Croton sacaquinha Croizat	Croton sacaquinha	Croizat	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton sacaquinha		#N/A
443	Croton sonderianus	Croton sonderianus Müll.Arg.	Croton sonderianus	Müll.Arg.	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton sonderianus		#N/A
444	Croton zehntneri Pax et Hoff	Croton zehntneri Pax & K.Hoffm.	Croton zehntneri	Pax & K.Hoffm.	36	1		Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton zehntneri		#N/A
445	Cunila angustifolia	Cunila angustifolia Benth.	Cunila angustifolia	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cunila	Cunila angustifolia		#N/A
446	Cunila galioides	Cunila galioides Benth.	Cunila galioides	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cunila	Cunila galioides		#N/A
447	Cunila spicata	Cunila spicata Benth.	Cunila spicata	Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cunila	Cunila spicata		#N/A
448	Cupressus arizonica	Cupressus arizonica Greene	Cupressus arizonica	Greene	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus arizonica		#N/A
449	Cupressus atlantica	Cupressus atlantica Gaussen	Cupressus atlantica	Gaussen	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus dupreziana		Cupressus dupreziana GBIF 2685484
450	Cupressus cashmeriana	Cupressus cashmeriana Royle ex Carriere	Cupressus cashmeriana	Royle ex Carriere	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus cashmeriana		#N/A
451	Cupressus chengiana	Cupressus chengiana S.Y.Hu	Cupressus chengiana	S.Y.Hu	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus chengiana		#N/A
452	Cupressus duclouxiana	Cupressus duclouxiana Hickel	Cupressus duclouxiana	Hickel	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus duclouxiana		#N/A
453	Cupressus funebris	Cupressus funebris Endl.	Cupressus funebris	Endl.	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus funebris		#N/A
454	Cupressus guadalupensis	Cupressus guadalupensis S.Watson	Cupressus guadalupensis	S.Watson	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus guadalupensis		#N/A
455	Cupressus macnabiana	Cupressus macnabiana A.Murray	Cupressus macnabiana	A.Murray	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Callitropsis macnabiana		Callitropsis macnabiana GBIF 2685484
456	Cupressus macrocarpa	Cupressus macrocarpa Hartw. ex Gordon	Cupressus macrocarpa	Hartw. ex Gordon	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus macrocarpa		#N/A
457	Cupressus sempervirens	Cupressus sempervirens L.	Cupressus sempervirens	L.	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus sempervirens		#N/A
458	Cupressus tonkinensis	Cupressus tonkinensis Silba	Cupressus tonkinensis	Silba	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus torulosa		Cupressus torulosa GBIF 2685484
459	Cupressus torulosa	Cupressus torulosa D.Don	Cupressus torulosa	D.Don	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus torulosa		#N/A
460	Curcuma aeruginosa	Curcuma aeruginosa Roxb.	Curcuma aeruginosa	Roxb.	101	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma aeruginosa		#N/A
461	Curcuma angustifolia	Curcuma angustifolia Roxb.	Curcuma angustifolia	Roxb.	101	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma angustifolia		#N/A
462	Curcuma haritha	Curcuma haritha J.K.Mangaly & M.Sabu	Curcuma haritha	J.K.Mangaly & M.Sabu	101	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma haritha		#N/A
463	Curcuma leucorhiza	Curcuma leucorrhiza Roxb.	Curcuma leucorrhiza	Roxb.	101	1	Typographical error in specific epithet	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma leucorrhiza		#N/A
464	Curcuma longa	Curcuma longa L.	Curcuma longa	L.	101	1	"This entry is same as the next entry. The only difference was an additional ""L."" in the latter"	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma longa		#N/A
465	Curcuma longa L.	Curcuma longa L.	Curcuma longa	L.	101	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Curcuma	Curcuma longa		#N/A
466	Cyclotrichium leucotrichum	Cyclotrichium leucotrichum (Stapf) Leblebici	Cyclotrichium leucotrichum	(Stapf) Leblebici	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cyclotrichium	Cyclotrichium leucotrichum		#N/A
467	Cyclotrichium straussii	Cyclotrichium straussii (Bornm.) Rech.f.	Cyclotrichium straussii	(Bornm.) Rech.f.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cyclotrichium	Cyclotrichium straussii		#N/A
468	Cyclotrichium strussii	Cyclotrichium straussii (Bornm.) Rech.f.	Cyclotrichium straussii	(Bornm.) Rech.f.	47	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Cyclotrichium	Cyclotrichium straussii		#N/A
469	Cymbocarpum wiedemannii	Cymbocarpum wiedemannii Boiss.	Cymbocarpum wiedemannii	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Cymbocarpum	Cymbocarpum wiedemannii		#N/A
470	Cymbopogan citratus	Cymbopogon citratus Stapf	Cymbopogon citratus	Stapf	76	1	Typographical Error	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon citratus		#N/A
471	Cymbopogon afronardus	Cymbopogon afronardus Stapf	Cymbopogon afronardus	Stapf	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon nardus		Cymbopogon nardus GBIF 2685484
472	Cymbopogon citratus	Cymbopogon citratus Stapf	Cymbopogon citratus	Stapf	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon citratus		#N/A
473	Cymbopogon distans	Cymbopogon distans (Nees ex Steud.) Will.Watson	Cymbopogon distans	(Nees ex Steud.) Will.Watson	75	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon distans		#N/A
474	Cymbopogon flexuosus	Cymbopogon flexuosus (Nees ex Steud.) Will.Watson	Cymbopogon flexuosus	(Nees ex Steud.) Will.Watson	40	1	Duplicate entry	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon flexuosus		#N/A
475	Cymbopogon flexuosusÂ (Nees ex Steud.) Wats.	Cymbopogon flexuosus (Nees ex Steud.) Will.Watson	Cymbopogon flexuosus	(Nees ex Steud.) Will.Watson	75	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon flexuosus		#N/A
476	Cymbopogon giganteus	Cymbopogon giganteus Chiov.	Cymbopogon giganteus	Chiov.	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon giganteus		#N/A
477	Cymbopogon martini var.martini	Cymbopogon martini (Roxb.) W.Watson	Cymbopogon martini	(Roxb.) W.Watson var.martini	76	1	Typographical Error and the right spelling already exists	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon martini		#N/A
478	Cymbopogon martinii (Roxb.) Wats. var. martinii	Cymbopogon martini (Roxb.) W.Watson	Cymbopogon martini	(Roxb.) W.Watson var.martini	76	1	Typographical Error and the right spelling already exists	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon martini		#N/A
479	Cymbopogon martinii Stapf.	Cymbopogon martini Stapf	Cymbopogon martini	Stapf	76	1	Typographical error in specific epithet	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon martini		#N/A
480	Cymbopogon martinii var. motia	Cymbopogon martini (Roxb.) W.Watson	Cymbopogon martini	(Roxb.) W.Watson var. motia	76	1	Typographical error in specific epithet	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon martini		#N/A
481	Cymbopogon martinni	Cymbopogon martini (Roxb.) W.Watson	Cymbopogon martini	(Roxb.) W.Watson	76	1	Typographical Error and duplicate entry	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon martini		#N/A
482	Cymbopogon microstachys	Cymbopogon microstachys (Hook.f.) S.Soenarko	Cymbopogon microstachys	(Hook.f.) S.Soenarko	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon microstachys		#N/A
483	Cymbopogon nardus	Cymbopogon nardus (L.) Rendle	Cymbopogon nardus	(L.) Rendle	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon nardus		#N/A
484	Cymbopogon nardus (L.) Rendle	Cymbopogon nardus (L.) Rendle	Cymbopogon nardus	(L.) Rendle	76	1	Duplicate entry	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon nardus		#N/A
485	Cymbopogon proximus	Cymbopogon proximus (Hochst. ex A.Rich.) Chiov.	Cymbopogon proximus	(Hochst. ex A.Rich.) Chiov.	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon schoenanthus		Cymbopogon schoenanthus GBIF 2685484
486	Cymbopogon winterianus	Cymbopogon winterianus Jowitt ex Bor	Cymbopogon winterianus	Jowitt ex Bor	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cymbopogon	Cymbopogon winterianus		#N/A
487	Cynara cardunculus	Cynara cardunculus L.	Cynara cardunculus	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cynara	Cynara cardunculus		#N/A
488	Cyperus esculentus	Cyperus esculentus L.	Cyperus esculentus	L.	33	2		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus esculentus		#N/A
489	Cyperus maculatus	Cyperus maculatus Boeckeler	Cyperus maculatus	Boeckeler	33	1		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus maculatus		#N/A
490	Cyperus rotundus	Cyperus rotundus L.	Cyperus rotundus	L.	33	2		Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus rotundus		#N/A
491	Daphnandra apatela	Daphnandra apatela Schodde	Daphnandra apatela	Schodde	16	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra apatela		#N/A
492	Daphnandra johnsonii	Daphnandra johnsonii Schodde	Daphnandra johnsonii	Schodde	16	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra johnsonii		#N/A
493	Daphnandra melasamena	Daphnandra melasmena Schodde	Daphnandra melasmena	Schodde	16	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra melasmena		#N/A
494	Daphnandra micrantha	Daphnandra micrantha Benth.	Daphnandra micrantha	Benth.	16	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra micrantha		#N/A
495	Daphnandra repandula	Daphnandra repandula F.Muell.	Daphnandra repandula	F.Muell.	16	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra repandula		#N/A
496	Daphnandra tenuipes	Daphnandra tenuipes Perkins	Daphnandra tenuipes	Perkins	16	1		Plantae	Tracheophyta	Magnoliopsida	Laurales	Atherospermataceae	Daphnandra	Daphnandra tenuipes		#N/A
497	Daucus carota	Daucus carota L.	Daucus carota	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		#N/A
498	Daucus carota ssp. carota	Daucus carota subsp. carota	Daucus carota 	subsp. carota	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		#N/A
499	Daucus carota ssp. sativus var. Koral	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Daucus carota 	subsp. Sativus (Hoffm.) Schübl. & Martens var. Koral	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		#N/A
500	Daucus carota ssp. sativus var. Perfekcja	Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens	Daucus carota 	subsp. sativus (Hoffm.) Schübl. & Martens var. Perfekcja	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		#N/A
501	Daucus littoralis	Daucus littoralis Sibth. & Sm.	Daucus littoralis	Sibth. & Sm.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus littoralis		#N/A
502	Decaspermum humile	Decaspermum humile (G.Don) A.J.Scott	Decaspermum humile	(G.Don) A.J.Scott	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Decaspermum	Decaspermum humile		#N/A
503	Decaspermum struckoilicum	Decaspermum struckoilicum N.Snow & Guymer	Decaspermum struckoilicum	N.Snow & Guymer	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Decaspermum	Decaspermum struckoilicum		#N/A
504	Dennettia tripetala	Dennettia tripetala Baker f.	Dennettia tripetala	Baker f.	9	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Uvariopsis	Uvariopsis tripetala		Uvariopsis tripetala GBIF 2685484
505	Desmos goezeanus	Desmos goezeanus (F.Muell.) Jessup	Desmos goezeanus	(F.Muell.) Jessup	9	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmos	Desmos goezeanus		#N/A
506	Desmos wardianus	Desmos wardianus (Bailey) Jessup	Desmos wardianus	(Bailey) Jessup	9	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmos	Desmos wardianus		#N/A
507	Dictamnus albus	Dictamnus albus L.	Dictamnus albus	L.	84	1		Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Dictamnus	Dictamnus albus		#N/A
508	Dicyclophora persica	Dicyclophora persica Boiss.	Dicyclophora persica	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Dicyclophora	Dicyclophora persica		#N/A
509	Diospyros blancoi	Diospyros blancoi A.DC.	Diospyros blancoi	A.DC.	34	1		Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros discolor		Diospyros discolor GBIF 2685484
510	Diplotaenia cachrydifolia	Diplotaenia cachrydifolia Boiss.	Diplotaenia cachrydifolia	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Diplotaenia	Diplotaenia cachrydifolia		#N/A
